gene,validation,localization
YFL040W,Uncharacterized,transport
YNL326C,Verified,protein,ion
YDR337W,Verified,ion
YJL061W,Verified,protein
YPR147C,Verified,biological_process
YKL131W,Dubious,biological_process
YDR441C,Verified,biological_process
YPL094C,Verified,protein,ion,targeting
YPL023C,Verified,biological_process
YDR231C,Verified,ion,protein
YJL112W,Verified,ion
YFL066C,Uncharacterized,biological_process
YNL193W,Uncharacterized,biological_process
YML058W,Verified,ion,regulation
YBR188C,Verified
YER034W,Verified,biological_process
YJR076C,Verified,positive,regulation,protein,ion
YKL157W,Verified,catabolic process
YBR003W,Verified
YPR129W,Verified,negative,regulation,ion
YDL113C,Verified,transport
YMR135C,Verified,protein,catabolic process,negative,regulation,ion
YGL007W,Uncharacterized,biological_process
YPL005W,Verified,metabolic process,ion
YBR247C,Verified
YLR185W,Verified
YJL210W,Verified,protein,ion
YLR398C,Verified,catabolic process
YIL154C,Verified
YIL101C,Verified,negative,regulation,ion,positive,histone
YKL004W,Verified,metabolic process
YOR208W,Verified,ion,protein,regulation
YPL154C,Verified,starvation,ion,protein,catabolic process
YPL101W,Verified,ion,regulation,negative,protein
YLR258W,Verified
YBR178W,Dubious,biological_process
YJR098C,Uncharacterized,biological_process
YHR176W,Verified,protein
YJR018W,Dubious,biological_process
YDL211C,Uncharacterized,biological_process
YDL244W,Verified
YDR319C,Uncharacterized
YKL095W,Verified,ion
YOL099C,Dubious,biological_process
YIL094C,Verified
YLR451W,Verified,negative,regulation,ion,positive
YFR017C,Verified,negative,regulation,catabolic process,ion
YGR084C,Verified,ion
YIL076W,Verified,transport
YNR077C,Uncharacterized,biological_process
YOL044W,Verified,protein
YLR323C,Verified,ion
YOR085W,Verified,protein,ion
YGR054W,Verified,ion
YOR050C,Dubious,biological_process
YNL087W,Verified,regulation,ion,membrane organization
YGR114C,Dubious,biological_process
YLR318W,Verified
YOR341W,Verified,ion
YDR296W,Verified,ion,regulation,positive
YGL232W,Verified,ion
YPR091C,Verified,biological_process
YGR141W,Verified
YAR030C,Dubious,biological_process
YJR158W,Verified,transport
YHR137W,Verified,metabolic process
YBR187W,Verified,ion,transport
YMR198W,Verified,ion,regulation
YCR003W,Verified,ion
YDR342C,Verified,transport
YMR163C,Verified
YGR294W,Verified,biological_process
YEL008W,Uncharacterized,biological_process
YLL067C,Uncharacterized,biological_process
YBR020W,Verified,positive,regulation,ion,catabolic process
YLR418C,Verified,ion,positive,regulation,negative,repair,histone
YDR112W,Dubious,biological_process
YER059W,Verified,regulation,ion,catabolic process
YPL153C,Verified,metabolic process,ion,repair,protein,negative,regulation
YBL025W,Verified,ion
YOL066C,Verified
YDR126W,Verified,regulation,ion,protein
YPL216W,Uncharacterized,biological_process
YOR223W,Verified,biological_process
YEL022W,Verified,transport,ion
YHR072W,Verified
YDL074C,Verified,ion,repair,histone,regulation,protein
YLR463C,Dubious,biological_process
YJL190C,Verified,ion
YMR218C,Verified,transport,regulation,ion
YNL265C,Verified,transport
YNL230C,Verified,protein,catabolic process,ion
YLL049W,Verified,ion
YHR211W,Verified,ion,protein
YPR166C,Verified,ion
YJL042W,Verified,negative,regulation,ion
YNL301C,Verified,ion
YDR445C,Dubious,biological_process
YMR058W,Verified,transport,ion,copper
YDR061W,Uncharacterized,biological_process
YOR290C,Verified,catabolic process,ion,repair,positive,regulation,starvation
YKL114C,Verified,repair,ion
YML024W,Verified,ion
YML093W,Verified
YHR197W,Verified,ion,regulation
YDR276C,Verified,transport,ion,regulation
YLR200W,Verified,protein,positive,regulation,ion
YKR003W,Verified,transport,metabolic process
YLR107W,Verified
YMR321C,Uncharacterized,biological_process
YER175C,Verified,biological_process
YKL135C,Verified,transport
YDL183C,Verified,transport,ion
YPL278C,Uncharacterized,biological_process
YMR118C,Uncharacterized,biological_process
YCL049C,Uncharacterized,biological_process
YBL066C,Verified,biological_process
YGL107C,Verified,ion,regulation
YDR169C,Uncharacterized,positive,regulation,ion
YOR057W,Verified,protein
YLR169W,Dubious,biological_process
YMR272C,Verified,metabolic process
YPR108W,Uncharacterized,protein,catabolic process
YKL054C,Verified,repair,ion,protein,catabolic process
YGR162W,Verified,ion
YDL165W,Verified,catabolic process,ion,regulation,protein,positive
YDR520C,Uncharacterized,catabolic process
YKL023W,Uncharacterized,biological_process
YJR051W,Verified,protein,metabolic process
YNL009W,Verified,ion
YFL034W,Uncharacterized,biological_process
YJR135C,Verified,ion
YGL213C,Verified,protein,ion,catabolic process
YMR076C,Verified,repair,ion
YGR205W,Verified,biological_process
YJR037W,Dubious,biological_process
YNL027W,Verified,positive,regulation,ion,transport
YLR291C,Verified,regulation,ion
YDR210W,Uncharacterized,biological_process
YIL122W,Verified,regulation,ion
YDL230W,Verified,ion,protein
YJR113C,Verified,ion
YGR024C,Verified,ion
YIR026C,Verified,protein,ion,positive,regulation
YER057C,Verified,biological_process
YGR097W,Verified,protein,catabolic process,positive,regulation,transport,ion
YIL068C,Verified,transport,negative,regulation,ion
YCL025C,Verified,transport
YNR034W,Verified
YOL085C,Uncharacterized,biological_process
YNL282W,Verified,catabolic process
YNL253W,Verified
YGL144C,Verified,metabolic process
YDR190C,Verified,regulation,ion,histone
YAL031C,Verified,ion,regulation,protein
YBL006C,Verified,ion
YGR108W,Verified,regulation,protein,ion,positive
YBR264C,Verified,ion
YBR231C,Verified,histone
YPL197C,Dubious,biological_process
YBR166C,Verified,metabolic process
YDR462W,Verified,ion
YJL148W,Verified,ion
YIL057C,Verified,metabolic process
YPL055C,Verified,ion,protein,histone
__ambiguous,NA
YLR353W,Verified,ion
YIL148W,Verified,ion,protein
YNR016C,Verified,protein,ion
YFR036W,Dubious,protein,ion,catabolic process
YHR114W,Verified,ion
YGR028W,Verified,protein,ion,targeting
YER150W,Verified
YNL279W,Verified,ion
YDR400W,Verified,catabolic process
YDL068W,Dubious,biological_process
YOL027C,Verified,transport,ion,protein,positive,regulation
YPL257W,Uncharacterized,biological_process
YPL120W,Verified,transport
YOL145C,Verified,regulation,ion,histone,repair,positive
YJL099W,Verified,transport
YHR149C,Verified,biological_process
YOL110W,Verified,protein,targeting,ion
YDR005C,Verified,negative,regulation,ion
YMR311C,Verified,ion
YHL041W,Dubious,biological_process
YBL039C,Verified
YGR188C,Verified,protein,ion
YOR362C,Verified,protein,catabolic process
YLR126C,Verified,copper,ion
YDL053C,Verified,biological_process
YML074C,Verified,ion
YKR062W,Verified,ion
YNL286W,Verified
YER010C,Verified,catabolic process
YML003W,Uncharacterized,biological_process
YMR097C,Verified,ion
YDL133W,Verified
YDR158W,Verified,ion
YGR228W,Dubious,biological_process
YHR096C,Verified,transport
YDL035C,Verified,ion,protein
YMR253C,Uncharacterized,biological_process
YCR102C,Uncharacterized,copper,ion
YOR257W,Verified,ion,protein,catabolic process,regulation
YGR002C,Verified,repair,ion,histone
YDR042C,Uncharacterized,biological_process
YGR075C,Verified,ion
YGR253C,Verified,protein,catabolic process
YDR510W,Verified,protein,ion
YEL014C,Dubious,biological_process
YDR467C,Dubious,biological_process
YPR045C,Verified
YPR010C,Uncharacterized,ion
YPL231W,Verified
YLR148W,Verified,transport,regulation,ion
YMR137C,Verified,repair,ion
YDL082W,Verified,ion
YKL155C,Verified,ion
YFL042C,Verified,transport
YBL083C,Dubious,biological_process
YDR148C,Verified,metabolic process
YPL096W,Verified,protein,catabolic process,ion
YDR335W,Verified,protein
YPR141C,Verified,ion,regulation
YJL067W,Dubious,biological_process
YMR039C,Verified,repair,ion,positive,regulation,negative
YOR107W,Verified,protein
YDR443C,Verified,negative,regulation,ion,positive
YCR095C,Uncharacterized,biological_process
YLL011W,Verified,ion
YCR077C,Verified
YLR437C,Dubious,biological_process
YFL064C,Uncharacterized,biological_process
YNL191W,Verified,catabolic process,ion
YDR237W,Verified,ion
YJL110C,Verified,negative,regulation,ion,protein
YKR048C,Verified,protein,positive,regulation,ion
YBR001C,Verified,catabolic process
YPL003W,Verified,protein,ion
YKL108W,Verified,repair,ion,negative,regulation,protein
YJR094C,Verified,regulation,ion,positive
YJR074W,Verified,protein
YPR127W,Verified,biological_process
YDL148C,Verified,ion
YAL012W,Verified,ion
YMR288W,Verified
YIL156W,Verified,protein,ion
YBR241C,Uncharacterized,transport
YJL212C,Verified,metabolic process,transport
YPL156C,Verified,biological_process
YNL312W,Verified,ion,repair,protein
YLR187W,Verified,biological_process
YDR099W,Verified,ion,metabolic process,protein,negative,regulation
YKL133C,Uncharacterized,biological_process
YKL188C,Verified,ion,regulation,negative,transport
YHR170W,Verified
YDR259C,Verified,negative,regulation,ion,positive
YKL068W,Verified,ion,protein,targeting,positive,regulation
YGR098C,Verified,ion,regulation,positive,negative,protein
YKL093W,Verified,ion
YMR002W,Verified,ion
YLR261C,Uncharacterized
YDL246C,Verified,metabolic process
YER081W,Verified
YPL178W,Verified
YPR202W,Uncharacterized,biological_process
YIL096C,Verified,ion
YOL046C,Dubious,biological_process
YFR011C,Verified,ion
YIL074C,Verified
YHL008C,Uncharacterized,transport
YLR457C,Verified,ion
YNL249C,Verified,biological_process
YGR056W,Verified,repair,ion
YGL065C,Verified
YOR052C,Verified,protein
YBR012C,Dubious,biological_process
YGR116W,Verified,negative,regulation,ion,histone,positive
YOR343C,Dubious,biological_process
YGL230C,Uncharacterized,biological_process
YOL159C,Verified,biological_process
YBR185C,Verified,membrane organization,ion,protein,positive,regulation
YBR129C,Verified,biological_process
YDR290W,Dubious,biological_process
YDR019C,Verified,metabolic process,catabolic process
YBR150C,Verified,biological_process
YIR042C,Uncharacterized,biological_process
YER119C,Dubious,transport
YMR196W,Uncharacterized,biological_process
YKR105C,Verified,transport
YDR499W,Verified,protein,ion
YCR054C,Verified,biological_process
YMR322C,Verified
YLL061W,Verified,transport,ion
YDR110W,Verified,ion,negative,regulation,protein,positive
YDR419W,Verified,ion
YOR221C,Verified,metabolic process
YPL214C,Verified
YGL165C,Dubious,biological_process
YOL064C,Verified,ion
YBL023C,Verified,repair,ion,negative,regulation
YOR274W,Verified,ion
YHR213W,Uncharacterized,biological_process
YOR329C,Verified,ion,protein
YLR005W,Verified,repair,ion
YDR124W,Uncharacterized,biological_process
YNL267W,Verified,ion
YJL143W,Verified,protein
YLL047W,Dubious,biological_process
YLR461W,Verified,biological_process
YLR050C,Uncharacterized,biological_process
YNL307C,Verified,ion,protein,metabolic process,negative,regulation,repair,catabolic process,biological_process
YDR067C,Uncharacterized,biological_process
YOR296W,Uncharacterized,biological_process
YJL044C,Verified,transport,protein
YPR164W,Verified,repair,ion,negative,regulation
YEL060C,Verified,protein,catabolic process,starvation,ion
YDR274C,Uncharacterized,biological_process
YLR101C,Dubious,biological_process
YML026C,Verified,ion
YPR066W,Verified,protein,ion
YDR229W,Verified,ion
YDL181W,Verified,negative,regulation,ion
YBR022W,Verified,ion
YER177W,Verified,negative,regulation,ion,metabolic process,protein
YML048W,Verified,protein,ion
YBL064C,Verified,ion
YHR006W,Verified,positive,regulation,ion
YKL221W,Verified,transport
YGL126W,Verified,metabolic process
YLR167W,Verified,ion
YMR270C,Verified,ion
YLR293C,Verified,transport,ion,regulation
YLR228C,Verified,positive,regulation,ion,starvation
YJR053W,Verified,negative,regulation,ion
