gene,validation,localization,loc2,loc3,loc4,loc5,loc6
YAL008W,Verified,membrane,mitochond
YBR255W,Verified
YOL157C,Verified,cellular_component
YOR345C,Dubious,cellular_component
YPR095C,Verified,membrane
YOR310C,Verified,nucle,nucleolus
YDR188W,Verified
YAL027W,Verified
YGL236C,Verified,mitochond
YHR133C,Verified,nucle,endoplasm,cytosol
YDR017C,Verified
YIL090W,Verified,membrane,endoplasm,nucle
YBR183W,Verified,endoplasm
YOL048C,Verified,membrane
YCR007C,Uncharacterized
YGR290W,Dubious,membrane
YEL004W,Verified,endoplasm
YPR057W,Verified,nucle
YLL032C,Verified,cytoplasm
YDR116C,Verified,mitochond,ribosomal
YDR299W,Verified,nucle,nucleolus
YLR030W,Uncharacterized,cellular_component
YDR122W,Verified,membrane,cytoplasm
YOL062C,Verified
YNL234W,Verified
YLR467W,Verified,nucle
YJL194W,Verified,nucle
YOL015W,Verified
YDL070W,Verified,nucle
YOR241W,Verified,cytoplasm,mitochond
YLR056W,Verified,endoplasm
YPR039W,Dubious,cellular_component
YKL110C,Verified,nucle,cytoplasm
YBR280C,Verified
YLR204W,Verified,membrane,mitochond
YML097C,Verified,cytosol
YKR007W,Verified,membrane
YDL096C,Dubious,cellular_component
YHR193C,Dubious
YBL099W,Verified,mitochond,nucle
YJR035W,Verified
YOR126C,Verified,cellular_component
YMR023C,Verified,membrane,mitochond
YOR119C,Verified,nucle,cytoplasm
YNL187W,Verified,nucle
YMR141C,Uncharacterized,cellular_component
YLL014W,Verified,membrane
YBL062W,Dubious,cellular_component
YCR061W,Uncharacterized
YOR199W,Dubious,cellular_component
YPR115W,Verified
YHR088W,Verified,nucle,nucleolus
YBR017C,Verified,cytosol
YPR162C,Verified,nucle
YGR166W,Verified
YDL161W,Verified
YKL050C,Verified,cellular_component
YJR055W,Verified
YGL099W,Verified,cytoplasm,cytosol,ribosomal
YFL030W,Verified
YIL119C,Verified,nucle
YPL193W,Verified,nucle
YNL005C,Verified,mitochond,ribosomal
YGL217C,Dubious,cellular_component
YJL144W,Verified
YLR379W,Dubious,cellular_component
YJR139C,Verified
YBR133C,Verified
YBR162C,Verified
YNL331C,Verified,cellular_component
YJL079C,Verified,extracellular
SCER_lnc1695,NA
YGL019W,Verified
YGR201C,Uncharacterized,cellular_component
YNL172W,Verified
YNL058C,Uncharacterized
YPL160W,Verified,cytoplasm
YNL023C,Verified,cytoplasm
YDR214W,Verified,cytoplasm
YIL126W,Verified,nucle
YLR295C,Verified,mitochond
YHR168W,Verified,membrane,mitochond
YOR064C,Verified
YOR159C,Verified
YOL081W,Verified,mitochond,membrane,endoplasm,nucle,cytosol
YOL036W,Uncharacterized,cellular_component
YGL148W,Verified,cytoplasm
YBR282W,Verified,mitochond,ribosomal
YDR194C,Verified,mitochond
YOL114C,Verified,mitochond,ribosomal
YNL257C,Verified,endoplasm
YNR030W,Verified
YKL076C,Dubious,cellular_component
YDR466W,Verified,cellular_component
YFR045W,Uncharacterized,membrane,mitochond
YIL002C,Verified,cytoplasm,membrane
YGR159C,Verified,nucle
YGL089C,Verified
YFR032C,Uncharacterized
YNL118C,Verified,cytoplasm,nucle,membrane
YGL228W,Verified
YJR117W,Verified,membrane,nucle,endoplasm
YLR357W,Verified
YER127W,Verified,nucle
YBL015W,Verified,mitochond,cytosol
YLR017W,Verified,cytoplasm
YHR110W,Verified,membrane
YBR041W,Verified,endoplasm,membrane,cytoplasm
YOR394W,Verified
YPL078C,Verified,mitochond
YCL068C,Uncharacterized,cellular_component
YDL039C,Verified,membrane
YKL202W,Dubious,cellular_component
YOR264W,Verified
YGR184C,Verified,cytoplasm
YOR366W,Dubious,cellular_component
YNL275W,Verified,membrane
YAR015W,Verified
YOR384W,Verified
YLL051C,Verified,membrane
YDR395W,Verified,nucle,cytoplasm
YLR079W,Verified,nucle,cytoplasm
YLR408C,Verified
YMR093W,Verified,nucle,nucleolus
YKR066C,Verified,membrane,mitochond
YDR079W,Verified,membrane,mitochond
YMR268C,Verified
YOR169C,Dubious,cellular_component
YML070W,Verified
YPR072W,Verified,cytoplasm
YMR108W,Verified
YCR091W,Verified,cellular_component
YER062C,Verified
YDR244W,Verified,membrane,cytosol
YER189W,Uncharacterized,cellular_component
YJL009W,Dubious,cellular_component
YDL137W,Verified
YGR271W,Verified,cytoplasm
YDR233C,Verified,endoplasm,membrane
YGR071C,Verified
YCR106W,Verified
YBL100C,Dubious,membrane,endoplasm
YDR489W,Verified
YPL282C,Verified
SCER_lnc0058,NA
SCER_lnc0054,NA
YDL057W,Uncharacterized,cellular_component
YPR014C,Dubious,cellular_component
SCER_lnc0057,NA
SCER_lnc0050,NA
YEL045C,Dubious
YPL235W,Verified,nucle
YLR122C,Dubious,cellular_component
YLR155C,Verified
YBL087C,Verified,cytosol,ribosomal
YJL132W,Uncharacterized,membrane
YGL190C,Verified,membrane,nucle,cytoplasm
YBR110W,Verified,endoplasm
YDR144C,Verified
YFL046W,Verified,mitochond
YOR103C,Verified
YKL137W,Verified,membrane,mitochond
YDR447C,Verified,cytosol,ribosomal
YAL061W,Uncharacterized
YNL324W,Dubious,cellular_component
YPR145W,Verified
YJL063C,Verified,mitochond,ribosomal
YPL021W,Verified,cellular_component
YIR010W,Verified,nucle
YDR331W,Verified,membrane,endoplasm
YML056C,Verified,cytoplasm
YKR044W,Verified,nucle
YLR433C,Verified,cytoplasm
YMR068W,Verified
YFL068W,Uncharacterized
YER032W,Verified
YJR070C,Verified
YGL005C,Verified
YHR043C,Verified
YDL111C,Verified,nucle,cytoplasm
YMR133W,Verified,nucle
YPL007C,Verified
YKL159C,Verified,cytoplasm
YDR059C,Verified
YBR101C,Verified,cytosol
YLR396C,Verified,membrane,cytosol
YBR245C,Verified,nucle
YJL216C,Verified,cellular_component
YBR210W,Verified
YPL103C,Verified,membrane,mitochond
YIL103W,Verified
YIL152W,Uncharacterized,cellular_component
YJR096W,Verified
YAL010C,Verified,mitochond
YGR143W,Verified,membrane
YGR112W,Verified,membrane,mitochond
YLR256W,Verified
YHR174W,Verified,mitochond,membrane,cytoplasm
YOR012W,Uncharacterized,cellular_component
YHR062C,Verified,nucle,cytosol
YDL213C,Verified,nucle,nucleolus
YDR317W,Verified,cellular_component
YDR478W,Verified
YKL097C,Dubious,cellular_component
YNL106C,Verified,cytoplasm
YOR378W,Verified,membrane
YFR015C,Verified
YMR230W,Uncharacterized,cytosol,ribosomal
YIL092W,Uncharacterized
YLR321C,Verified
YGR052W,Uncharacterized
YJR161C,Verified
SCER_lnc1488,NA
YAL066W,Dubious,cellular_component
YOR278W,Verified,cellular_component
YNL085W,Verified,cytoplasm,nucle
YGL061C,Verified
YPL210C,Verified,endoplasm
YOR087W,Verified,membrane,mitochond
YGL234W,Verified
YOR347C,Verified,mitochond
YPR093C,Verified,nucle,cytoplasm
YAL029C,Verified
YOL155C,Verified,extracellular
YDR421W,Verified,nucle
YGR186W,Verified
YDR294C,Verified,endoplasm,nucle
YHR135C,Verified,membrane
YDR015C,Dubious,cellular_component
YBR181C,Verified,cytosol,ribosomal
YOR078W,Verified,nucle,nucleolus
YOR243C,Verified,nucle,cytoplasm
YMR165C,Verified,cytosol,membrane,nucle
YCR005C,Verified,cytoplasm
YGR296W,Verified,nucle
YPR055W,Verified
YHR037W,Verified,mitochond
YLR032W,Verified,nucle
YDR114C,Uncharacterized,cellular_component
YLL030C,Dubious,cellular_component
YLL065W,Dubious,cellular_component
YBR099C,Dubious,cellular_component
YBL027W,Verified,cytosol,ribosomal
YOL060C,Verified
YBL033C,Verified
YNL232W,Verified,nucle,cytoplasm
YDL076C,Verified
YOR225W,Dubious,cellular_component
YDR120C,Verified,nucle,membrane,mitochond
YLR465C,Dubious,cellular_component
YJL192C,Verified,endoplasm,membrane
YLR054C,Verified,membrane,cytoplasm
YLR009W,Verified,nucle,nucleolus
YDR063W,Verified,cytoplasm
YBR209W,Dubious,cellular_component
YOR292C,Uncharacterized
YER044C,Verified,membrane,endoplasm
YDR278C,Uncharacterized,cellular_component
YLR105C,Verified,nucle,membrane,mitochond
YML091C,Verified,nucle,mitochond,cytoplasm
YHR191C,Verified
YDL098C,Verified
YLR202C,Dubious,cellular_component
YKR005C,Uncharacterized
YMR143W,Verified,cytosol,ribosomal
YCR063W,Verified
YNL189W,Verified,nucle,cytoplasm
YCL047C,Verified
YGL122C,Verified,nucle,cytoplasm
YDL018C,Verified,membrane
YNL303W,Dubious,cellular_component
YPR160W,Dubious,cytoplasm
YBL060W,Verified
YBR019C,Verified,cytosol
YKL056C,Verified,mitochond,cytosol,cytoplasm
YGR160W,Dubious,cellular_component
YDL163W,Dubious,cellular_component
YPL068C,Uncharacterized
YJR057W,Verified,nucle,cytoplasm
YGL211W,Verified,cytosol
YFL032W,Dubious,cellular_component
YLR377C,Verified,cytosol
YCL044C,Verified
YAL059W,Verified,nucle,nucleolus
YNL007C,Verified,nucle,cytosol,ribosomal
YPL148C,Verified,mitochond
YJR137C,Verified,cytoplasm
YMR021C,Verified,nucle
YMR074C,Verified
YDR378C,Verified,cytoplasm,nucle,nucleolus
YJR039W,Uncharacterized
YDL158C,Dubious,cellular_component
YOR104W,Verified,membrane
YFL009W,Verified,nucle
YLR297W,Verified
YLR279W,Dubious,cellular_component
YDR216W,Verified,nucle
YIL120W,Verified,membrane
YNL021W,Verified
YGR095C,Verified,nucle,cytoplasm
YCL027W,Verified,membrane
YHR029C,Verified,cellular_component
YAL033W,Verified,nucle
YBR284W,Uncharacterized,cellular_component
YNR036C,Verified,mitochond,ribosomal
YNR049C,Verified,membrane
YDR192C,Verified,nucle,cytoplasm
YOL112W,Verified
YML109W,Verified,nucle,cytoplasm
YOL083W,Verified
YNL251C,Verified,nucle
YBR266C,Dubious
YBL004W,Verified,nucle,nucleolus,cytoplasm
YBR164C,Verified,cytosol
YHR074W,Verified,nucle,cytoplasm
YDR464W,Verified,nucle,cytosol
YFR030W,Verified
YBR131W,Verified
YKL078W,Verified,nucle,nucleolus
YIL055C,Uncharacterized
YPL053C,Verified,membrane
YLR351C,Verified
YNR014W,Uncharacterized
YER125W,Verified,nucle,cytoplasm,membrane
YER152C,Verified
YLR015W,Verified
YHR116W,Verified,cytoplasm,mitochond
YPL259C,Verified
YGR093W,Verified,nucle,cytosol
YDL037C,Verified,cellular_component
YLR442C,Verified,nucle,nucleolus
YHL043W,Verified
YOR364W,Dubious,cellular_component
YOR386W,Verified
YDR397C,Verified,nucle
YPR198W,Verified,membrane
YHL038C,Verified,mitochond
YLL053C,Uncharacterized
YDR425W,Verified
YOR331C,Dubious,cellular_component
YML076C,Verified,nucle
YKR060W,Verified
YER069W,Verified
YMR091C,Verified
YER012W,Verified,nucle,membrane,endoplasm
YHR098C,Verified
YDL135C,Verified,cytosol
YCR093W,Verified,nucle,cytoplasm
YGR273C,Uncharacterized,cellular_component
YBR069C,Verified,membrane
YGL040C,Verified
YCR104W,Verified,cellular_component
YDR040C,Verified,membrane
SCER_lnc0078,NA
YPR012W,Dubious,cellular_component
SCER_lnc0072,NA
SCER_lnc0073,NA
YGR255C,Verified,membrane,mitochond
YDL051W,Verified,nucle,nucleolus
YBL102W,Verified,membrane
YPL237W,Verified
YLR120C,Verified,membrane,nucle
YEL043W,Verified
YNL068C,Verified,nucle,cytosol
YJL169W,Dubious,cellular_component
YBL002W,Verified,nucle
YDR146C,Verified,nucle,cytoplasm
YBR112C,Verified,nucle
YBL081W,Uncharacterized,cellular_component
YFL040W,Uncharacterized,membrane
YNL326C,Verified,membrane
YDR337W,Verified,mitochond,ribosomal
YJL061W,Verified,nucle,cytosol,cytoplasm
YPR147C,Verified
YKL131W,Dubious,cellular_component
YDR441C,Verified
YPL094C,Verified
YPL023C,Verified,cellular_component
YDR231C,Verified,membrane,mitochond
YJL112W,Verified,membrane,mitochond
YFL066C,Uncharacterized
YNL193W,Uncharacterized,cellular_component
YML058W,Verified
YBR188C,Verified
YER034W,Verified
YJR076C,Verified,membrane,cytoplasm
YKL157W,Verified,extracellular
YBR003W,Verified,mitochond
YPR129W,Verified,cytoplasm
YDL113C,Verified,membrane
YMR135C,Verified
YGL007W,Uncharacterized,cellular_component
YPL005W,Verified,membrane,mitochond
YBR247C,Verified,nucle,nucleolus,cytoplasm
YLR185W,Verified
YJL210W,Verified,membrane
YLR398C,Verified,cytoplasm
YIL154C,Verified
YIL101C,Verified,nucle
YKL004W,Verified
YOR208W,Verified,nucle
YPL154C,Verified
YPL101W,Verified,nucle,mitochond
YLR258W,Verified,cytoplasm
YBR178W,Dubious,cellular_component
YJR098C,Uncharacterized
YHR176W,Verified,membrane,endoplasm
YJR018W,Dubious,cellular_component
YDL211C,Uncharacterized
YDL244W,Verified,cellular_component
YDR319C,Uncharacterized
YKL095W,Verified
YOL099C,Dubious
YIL094C,Verified
YLR451W,Verified,nucle
YFR017C,Verified
YGR084C,Verified,mitochond,ribosomal
YIL076W,Verified
YNR077C,Uncharacterized,cellular_component
YOL044W,Verified,membrane
YLR323C,Verified,nucle
YOR085W,Verified,membrane
YGR054W,Verified,cytosol,ribosomal
YOR050C,Dubious,cellular_component
YNL087W,Verified,endoplasm
YGR114C,Dubious
YLR318W,Verified,nucle,nucleolus
YOR341W,Verified,nucle,nucleolus
YDR296W,Verified,nucle,mitochond,ribosomal
YGL232W,Verified
YPR091C,Verified,nucle
YGR141W,Verified
YAR030C,Dubious,cellular_component
YJR158W,Verified,membrane
YHR137W,Verified
YBR187W,Verified
YMR198W,Verified,cytoplasm
YCR003W,Verified,mitochond,ribosomal
YDR342C,Verified,membrane
YMR163C,Verified,membrane
YGR294W,Verified,cellular_component
YEL008W,Uncharacterized,cellular_component
YLL067C,Uncharacterized,cellular_component
YBR020W,Verified,cytoplasm
YLR418C,Verified,nucle
YDR112W,Dubious,cellular_component
YER059W,Verified
YPL153C,Verified,nucle,cytosol
YBL025W,Verified,nucle,nucleolus
YOL066C,Verified,cytoplasm
YDR126W,Verified,membrane,nucle,endoplasm
YPL216W,Uncharacterized,cellular_component
YOR223W,Verified,endoplasm
YEL022W,Verified,membrane
YHR072W,Verified
YDL074C,Verified,nucle
YLR463C,Dubious,cellular_component
YJL190C,Verified,cytosol,ribosomal
YMR218C,Verified
YNL265C,Verified,cytoplasm
YNL230C,Verified
YLL049W,Verified
YHR211W,Verified
YPR166C,Verified,mitochond,ribosomal
YJL042W,Verified
YNL301C,Verified,cytosol,ribosomal
YDR445C,Dubious,cellular_component
YMR058W,Verified,membrane
YDR061W,Uncharacterized
YOR290C,Verified,nucle
YKL114C,Verified,nucle,mitochond
YML024W,Verified,cytosol,ribosomal
YML093W,Verified,nucle,nucleolus
YHR197W,Verified,nucle,cytosol
YDR276C,Verified,membrane
YLR200W,Verified,cytoplasm
YKR003W,Verified,cytoplasm,membrane,endoplasm
YLR107W,Verified
YMR321C,Uncharacterized,cellular_component
YER175C,Verified,cytosol
YKL135C,Verified
YDL183C,Verified,membrane,mitochond
YPL278C,Uncharacterized,cellular_component
YMR118C,Uncharacterized
YCL049C,Uncharacterized,membrane
YBL066C,Verified,cellular_component
YGL107C,Verified,mitochond,membrane
YDR169C,Uncharacterized,nucle,cytoplasm
YOR057W,Verified
YLR169W,Dubious,cellular_component
YMR272C,Verified,membrane
YPR108W,Uncharacterized,nucle
YKL054C,Verified,nucle
YGR162W,Verified,cytoplasm
YDL165W,Verified,nucle,cytoplasm
YDR520C,Uncharacterized
YKL023W,Uncharacterized
YJR051W,Verified,mitochond,endoplasm
YNL009W,Verified,cytoplasm
YFL034W,Uncharacterized,membrane
YJR135C,Verified,nucle
YGL213C,Verified,nucle
YMR076C,Verified,nucle,cytosol
YGR205W,Verified
YJR037W,Dubious,cellular_component
YNL027W,Verified,nucle,cytoplasm
YLR291C,Verified,nucle
YDR210W,Uncharacterized,cellular_component
YIL122W,Verified,nucle
YDL230W,Verified
YJR113C,Verified,mitochond,ribosomal
YGR024C,Verified
YIR026C,Verified,nucle,cytoplasm
YER057C,Verified,nucle,cytoplasm,membrane,mitochond,cytosol
YGR097W,Verified,cytoplasm
YIL068C,Verified
YCL025C,Verified,membrane
YNR034W,Verified,nucle
YOL085C,Uncharacterized,cellular_component
YNL282W,Verified,nucle,cytosol
YNL253W,Verified
YGL144C,Verified,nucle,cytoplasm
YDR190C,Verified,nucle
YAL031C,Verified
YBL006C,Verified
YGR108W,Verified,nucle,cytoplasm
YBR264C,Verified
YBR231C,Verified,nucle,cytosol
YPL197C,Dubious,cellular_component
YBR166C,Verified
YDR462W,Verified,mitochond,ribosomal
YJL148W,Verified,nucle,nucleolus
YIL057C,Verified
YPL055C,Verified,nucle
__ambiguous,NA
YLR353W,Verified,membrane
YIL148W,Verified,cytosol,ribosomal
YNR016C,Verified,membrane,endoplasm
YFR036W,Dubious,nucle,cytosol
YHR114W,Verified,membrane
YGR028W,Verified,membrane,mitochond
YER150W,Verified
YNL279W,Verified,membrane
YDR400W,Verified
YDL068W,Dubious,cellular_component
YOL027C,Verified,membrane,mitochond
YPL257W,Uncharacterized
YPL120W,Verified,cytoplasm,membrane
YOL145C,Verified,nucle
YJL099W,Verified
YHR149C,Verified,membrane
YOL110W,Verified,endoplasm,membrane
YDR005C,Verified,nucle,nucleolus,cytoplasm
YMR311C,Verified
YHL041W,Dubious,cellular_component
YBL039C,Verified
YGR188C,Verified,nucle
YOR362C,Verified,nucle,cytoplasm,membrane,endoplasm
YLR126C,Verified,nucle
YDL053C,Verified,cytoplasm
YML074C,Verified,nucle,nucleolus
YKR062W,Verified
YNL286W,Verified
YER010C,Verified,cellular_component
YML003W,Uncharacterized,cellular_component
YMR097C,Verified,membrane,mitochond
YDL133W,Verified
YDR158W,Verified
YGR228W,Dubious
YHR096C,Verified,membrane
YDL035C,Verified,membrane
YMR253C,Uncharacterized
YCR102C,Uncharacterized,cellular_component
YOR257W,Verified,nucle
YGR002C,Verified
YDR042C,Uncharacterized,cellular_component
YGR075C,Verified
YGR253C,Verified,nucle,cytoplasm,membrane,endoplasm
YDR510W,Verified,nucle
YEL014C,Dubious,cellular_component
YDR467C,Dubious,cellular_component
YPR045C,Verified
YPR010C,Uncharacterized
YPL231W,Verified,cytosol
YLR148W,Verified,membrane
YMR137C,Verified,nucle
YDL082W,Verified,cytosol,ribosomal
YKL155C,Verified,mitochond,ribosomal
YFL042C,Verified,membrane,mitochond,nucle
YBL083C,Dubious,cellular_component
YDR148C,Verified,mitochond,nucle
YPL096W,Verified,nucle,cytosol
YDR335W,Verified,nucle,cytoplasm
YPR141C,Verified,cytoplasm
YJL067W,Dubious,cellular_component
YMR039C,Verified,nucle
YOR107W,Verified
YDR443C,Verified
YCR095C,Uncharacterized
YLL011W,Verified,nucle,nucleolus
YCR077C,Verified
YLR437C,Dubious
YFL064C,Uncharacterized,cellular_component
YNL191W,Verified,cytoplasm
YDR237W,Verified,mitochond,ribosomal
YJL110C,Verified,nucle
YKR048C,Verified,cytoplasm
YBR001C,Verified
YPL003W,Verified,cellular_component
YKL108W,Verified
YJR094C,Verified,nucle
YJR074W,Verified,nucle
YPR127W,Verified
YDL148C,Verified,nucle,nucleolus
YAL012W,Verified
YMR288W,Verified
YIL156W,Verified,cytoplasm
YBR241C,Uncharacterized,membrane
YJL212C,Verified,membrane
YPL156C,Verified,membrane
YNL312W,Verified,nucle
YLR187W,Verified
YDR099W,Verified,nucle,cytoplasm
YKL133C,Uncharacterized
YKL188C,Verified,cytoplasm,nucle,cytosol,ribosomal,membrane
YHR170W,Verified,cytosol,ribosomal
YDR259C,Verified,nucle
YKL068W,Verified,nucle
YGR098C,Verified,nucle,cytoplasm
YKL093W,Verified,cellular_component
YMR002W,Verified,membrane,mitochond
YLR261C,Uncharacterized,cellular_component
YDL246C,Verified,cellular_component
YER081W,Verified
YPL178W,Verified,nucle
YPR202W,Uncharacterized,cellular_component
YIL096C,Verified,nucle,nucleolus
YOL046C,Dubious,cellular_component
YFR011C,Verified,mitochond
YIL074C,Verified
YHL008C,Uncharacterized
YLR457C,Verified,membrane,nucle
YNL249C,Verified
YGR056W,Verified
YGL065C,Verified,endoplasm
YOR052C,Verified
YBR012C,Dubious,cellular_component
YGR116W,Verified,nucle
YOR343C,Dubious,cellular_component
YGL230C,Uncharacterized
YOL159C,Verified
YBR185C,Verified,membrane,mitochond
YBR129C,Verified
YDR290W,Dubious,cellular_component
YDR019C,Verified
YBR150C,Verified
YIR042C,Uncharacterized,cellular_component
YER119C,Dubious,membrane
YMR196W,Uncharacterized
YKR105C,Verified,membrane
YDR499W,Verified,nucle
YCR054C,Verified
YMR322C,Verified,cellular_component
YLL061W,Verified,membrane
YDR110W,Verified,nucle,nucleolus
YDR419W,Verified,nucle,mitochond
YOR221C,Verified,mitochond
YPL214C,Verified,cytosol
YGL165C,Dubious,cellular_component
YOL064C,Verified,cellular_component
YBL023C,Verified,nucle,cytoplasm
YOR274W,Verified,nucle,nucleolus,mitochond,cytosol
YHR213W,Uncharacterized,cellular_component
YOR329C,Verified,nucle
YLR005W,Verified,nucle
YDR124W,Uncharacterized,cellular_component
YNL267W,Verified,nucle
YJL143W,Verified,membrane,mitochond
YLL047W,Dubious,cellular_component
YLR461W,Verified
YLR050C,Uncharacterized
YNL307C,Verified,cytosol,membrane,cellular_component
YDR067C,Uncharacterized
YOR296W,Uncharacterized
YJL044C,Verified
YPR164W,Verified,cellular_component
YEL060C,Verified
YDR274C,Uncharacterized,cellular_component
YLR101C,Dubious
YML026C,Verified,cytosol,ribosomal
YPR066W,Verified
YDR229W,Verified,membrane
YDL181W,Verified,mitochond
YBR022W,Verified,cellular_component
YER177W,Verified,nucle,cytoplasm
YML048W,Verified,membrane,endoplasm
YBL064C,Verified,mitochond
YHR006W,Verified,nucle,cytoplasm
YKL221W,Verified,membrane
YGL126W,Verified
YLR167W,Verified,cytosol,ribosomal
YMR270C,Verified,nucle,nucleolus
YLR293C,Verified,nucle,cytoplasm
YLR228C,Verified,nucle,membrane,cytoplasm
YJR053W,Verified
YJL171C,Verified
YDR374C,Verified,cytoplasm
YKL021C,Verified,membrane
YDL167C,Verified,cytoplasm
YLR388W,Verified,cytosol,ribosomal
YLR373C,Verified,membrane
YKR001C,Verified,membrane,mitochond,endoplasm
YKR054C,Verified,cytoplasm
YIR034C,Verified
YGL013C,Verified,nucle,cytosol
YMR070W,Verified,nucle,cytosol
YGR207C,Verified
YDR212W,Verified
YDR321W,Verified
YLR456W,Uncharacterized,cellular_component
YNL052W,Verified,mitochond
YGL188C,Dubious,cellular_component
YNL025C,Verified
YGR091W,Verified
YDL232W,Verified,membrane,endoplasm
YPL119C,Verified,cytoplasm
YLR242C,Verified,endoplasm
YJR148W,Verified,cytoplasm
YEL010W,Dubious,cellular_component
YMR195W,Verified
YOL087C,Verified
YNL134C,Verified
YAL037W,Uncharacterized,cellular_component
YGL146C,Uncharacterized,membrane
YCR051W,Uncharacterized
YBR262C,Verified,mitochond
YPL199C,Uncharacterized
