"genes","X30.deg","X37.deg","pstats","fold.change","l2fc","neg_pL10"
"YOR266W",11.4298268827396,10.2530853573231,0.417413135756971,0.897046426206724,-0.156745441822036,0.37943388805206
"YDR393W",12.4693127709354,12.9227937927575,0.774594471005547,1.03636776381768,0.0515360463507641,0.11092560729875
"YGL171W",23.0180795270375,23.3757140745667,0.892828041933923,1.01553711494954,0.022242966936048,0.0492321778756807
"YPR194C",13.9692622267236,17.5738888717162,0.269762709510804,1.25803987257801,0.331177648019243,0.569018084956889
"YGR019W",33.3184861422153,38.5620458462583,0.0298447306971503,1.15737688926386,0.210858741481654,1.5251323355952
"YNL208W",96.6557580720547,102.158996395565,0.637765267297056,1.05693647676332,0.0798886715053921,0.19533913613095
"YJL188C",16.0039931963338,7.7304155158341,0.0916612013954819,0.483030417533856,-1.04981405314825,1.03781445479351
"YLL057C",5.08698981970454,10.3754416483877,0.00127513077818379,2.03960338355667,1.02828863640936,2.89444527144105
"YBR296C",2.31435878291503,3.08861860716019,0.185632903892732,1.33454615159969,0.416349197973469,0.731345041519611
"YNL277W",14.4213523746735,17.9673475830966,0.173696194936412,1.24588506793929,0.317170986851639,0.760209695290493
"YMR040W",3.31507417101646,6.73609386346586,0.00143930202692647,2.03195871825711,1.02287109228196,2.8418480630028
"YDR077W",503.785856413814,367.610092150387,0.181457561083583,0.729695142232078,-0.454634245486794,0.741224930640819
"YMR266W",37.874442852989,32.8460752368785,0.0145127212507296,0.867235865735945,-0.205503672317565,1.83825114625502
"YKR064W",19.6962614182082,20.7706082247072,0.732832438120871,1.0545457223423,0.0766216479684729,0.134995315288481
"YPL089C",21.6448074624707,26.2131322425081,0.344574470495551,1.21105869331286,0.276268786171346,0.462716902551448
"YGR277C",15.3291983042795,16.9550074307543,0.153744986654906,1.10605963170435,0.145429168615112,0.813199036876825
"YDL139C",5.13778205311444,7.20137356231909,0.00579588210490429,1.40165026228657,0.487126415105538,2.23688045717434
"YDR246W",10.1370156287508,10.5626570713616,0.697022853562178,1.04198883164426,0.0593398144515485,0.156752982284726
"YOR288C",13.2028539640069,14.7069201559516,0.409571305855018,1.11391977795445,0.155645336704239,0.387670477191761
"YCR028C",22.9838283014862,22.6417321517864,0.888969633243538,0.98511578901424,-0.0216347881671295,0.0511130740579212
"YML054C",13.0009602687595,18.3589601973536,0.0154119387531436,1.41212339841304,0.497866164033958,1.81214272553658
"YLR179C",82.7411094498818,58.5110290221387,0.0190805916207923,0.707157897823212,-0.499895711574575,1.71940816350708
"YOR141C",27.3395786797377,28.9170031153556,0.535161613867509,1.05769746688843,0.0809270325232525,0.271515045246574
"YPL280W",0,0.065362071896092,0.00234986290889145,10,10,2.62895747374897
"YBL106C",12.3025892555258,15.2520813558974,0.0693621435498897,1.23974563720778,0.3100441483683,1.15887749399921
"YGL044C",14.6860675048452,16.7374712802145,0.174990463988238,1.13968366784999,0.188633443553446,0.756985617314438
"YER107C",27.8068060136126,33.6788205086922,0.025566129290996,1.2111718437639,0.276403572346495,1.59233501913083
"YBR038W",40.679592345463,25.9545019087664,0.0242050131377188,0.638022664739439,-0.648320420542347,1.61609467730166
"YGR259C",0,0.0954873594665755,0.0447478447710264,10,10,1.3492278771434
"YEL047C",41.0759039060912,48.7489892800254,0.154189387398989,1.18680259335197,0.247079984451832,0.811945517028698
"YPR016C",52.2868464110565,51.0231893121889,0.800618365333096,0.975832218127418,-0.0352949787423649,0.0965744518635127
"YLR157C",0,0,NA,NA,NA,NA
"YDL055C",360.095885015559,295.662254149036,0.403899198931759,0.821065350791945,-0.284431040349192,0.393727008181489
"YML009C",7.63007649380801,7.3490796868403,0.84456398905162,0.963172478389208,-0.0541339256496616,0.0733674401850684
"YML072C",87.822639391127,64.0271447694443,0.000630148667146424,0.729050563879012,-0.455909217608472,3.20055697799962
"YDR142C",9.4463743031181,9.32511892442988,0.936839166020122,0.987163818117159,-0.0186385776078404,0.0283349611990836
"YFL044C",11.6495427219211,14.9679065287107,0.0455713326341807,1.28484927571838,0.361599128347174,1.34130827123742
"YKL019W",29.0676660956626,36.2360350788844,0.00857189528553708,1.24660971952927,0.318009866266707,2.06692314294883
"YJL130C",166.617883906214,149.18702267113,0.43130724486909,0.895384211907916,-0.159421215112476,0.365213246745674
"YBL085W",30.6778370422583,25.2039906992624,0.0166112767056288,0.821570003926426,-0.283544586036251,1.77959698736188
"YBR116C",0.175978735653772,0.352172904116672,0.0870315858287144,2.00122419795964,1.00088280200917,1.06032310299514
"YDR166C",20.3339486973376,21.5799793385048,0.648260438987877,1.06127834095157,0.0858030808024282,0.188250481024744
"YDR082W",20.5284011767219,24.736292733957,0.201483008227633,1.20497902009079,0.269008027887214,0.695761573563243
"YDR348C",31.4464060678344,29.5796546406726,0.497962581494125,0.940637050124744,-0.0882899362205709,0.302803290294841
"YKL182W",354.587146438725,255.643382395881,0.00807632639232764,0.720960657946629,-0.472007559601424,2.09278613802923
"YDR333C",43.7003294807334,42.9425529662531,0.892964432555899,0.982659707066639,-0.0252361940113772,0.0491658390423965
"YPL027W",0.410652055042767,0.876010215432502,0.12526116896482,2.13321765878237,1.09303117581698,0.902183539684034
"YIR012W",48.2809567113059,51.0961241004938,0.604970282672526,1.05830802827751,0.0817595954959218,0.218265958220787
"YLR363C",11.98078685692,14.0322716361242,0.179466958807493,1.17123122243171,0.228025918303409,0.746015496547693
"YDR179C",3.88031316572344,4.24246585881009,0.713737006247647,1.09333078996966,0.128729958052913,0.146461785108706
"YML089C",0.0672059684483747,0.0796998990251521,0.811005270750129,1.1859050745824,0.245988534411673,0.0909763232854432
"YLR431C",6.16671866430465,8.0233885835523,0.185015398115345,1.30107906981306,0.379708640888021,0.732792125444345
"YKR046C",36.8747586274762,46.1292632984668,0.20159038984655,1.25097126097782,0.323048646321458,0.695530175282534
"YJR005W",27.5469781172079,23.8880941333343,0.403371220917031,0.867176574929357,-0.205602309239975,0.394295090364161
"YJL116C",13.8124741659769,31.5842857516358,0.0702181782716701,2.28664939909424,1.19323518124464,1.15355044198579
"YER030W",11.8977002971872,11.3354684084375,0.799871746361336,0.952744490556497,-0.0698387345104297,0.0969796433991199
"YHR041C",20.2005345911921,19.6147648773928,0.870983289913909,0.971002266739282,-0.0424534313647245,0.05999017698751
"YJR072C",35.1991760913965,38.6631543723878,0.31618163524936,1.09841077734311,0.135417686044827,0.500063358760186
"YDR047W",44.0822131352886,47.2507880576552,0.330738162335387,1.07187876236255,0.10014173524558,0.480515690978472
"YKR039W",19.67801758418,10.492767413019,0.00940464382042139,0.533222788735314,-0.907189655621642,2.02665764772176
"YGL003C",16.3951999223752,17.0837471968647,0.764650501989825,1.04199688187698,0.0593509604308693,0.116537022022971
"YPL009C",26.0909817683428,23.6472712348924,0.559863280360071,0.906338881566525,-0.141877517746849,0.251918015555468
"YDR268W",11.5565761285298,17.0090227294581,0.000647535842265601,1.47180467123544,0.557586218583436,3.18873618760601
"YGL192W",42.4291036615141,38.96843371633,0.407015745636042,0.918436411648188,-0.122748255723329,0.390388789520296
"YDL117W",32.0876259628296,32.8608926590026,0.656210937336171,1.02409859480003,0.0343546170778239,0.182956535325832
"YMR131C",72.4247264540441,72.6189574439366,0.974673701971046,1.00268183256468,0.00386388770435175,0.0111407516361209
"YMR293C",10.7603540963494,10.4088701824136,0.73891188962715,0.967335283691543,-0.0479120725267537,0.131407345272443
"YJL214W",3.95461295377978,5.40320810722651,0.158738588209523,1.36630516573365,0.450279747113015,0.799317486544812
"YIL105C",37.1617486497832,32.0177147935436,0.370563122822206,0.86157718505882,-0.21494804769593,0.431137802371963
"YML126C",50.6649570341464,45.3729872939627,0.349889705351918,0.895549704372253,-0.159154588682419,0.456068835381133
"YLR189C",36.5545839902748,33.9755759115092,0.35033598838824,0.92944775190297,-0.10555432731022,0.455515247336542
"YIL150C",5.24023209568346,5.09249443428879,0.852782042495,0.971807038562974,-0.0412582133036143,0.0691619534012766
"YLR349W",0.93842464090003,0.43063155786246,6.83689212333122e-05,0.458887734927172,-1.12378684772797,4.16514127261007
"YGL250W",7.85533439351039,9.08362811460624,0.0991628062700742,1.15636428184529,0.20959595218382,1.00365119136002
"YBR212W",22.61265373783,18.0352543452542,0.0542972996699958,0.797573542422488,-0.326310542283857,1.26522176834082
"YJR109C",59.2526663319594,69.6176524740168,0.497317029235234,1.17492860294233,0.232573090994008,0.303366669309362
"YLR254C",14.1776569186654,14.5761333995154,0.854490066774128,1.02810594748737,0.0399889435577427,0.0682929814748508
"YGR085C",96.3009850100278,93.8572937682486,0.732390831936289,0.974624441883697,-0.0370816916242802,0.135257100831838
"YPL105C",54.1611964751044,46.7425102825024,0.188445108280597,0.863025806750557,-0.212524394446762,0.724815131625451
"YGR145W",29.4617674534545,27.2611592044258,0.584361746942646,0.925306305790874,-0.111997072290867,0.233318221272084
"YGR110W",8.39166891088044,9.27047479681912,0.408222926656956,1.10472361282024,0.143685471617181,0.389102608044743
"YKL177W",0.224346071429666,0.318177701078618,0.333317045100664,1.41824503121896,0.504106809576734,0.477142476906879
"YGL154C",10.5052064993217,14.918850768106,0.0444312994121119,1.42013874444727,0.506031884763633,1.3523109854479
"YOR010C",5.6159508691188,7.31507984820392,0.208920126418157,1.30255410324694,0.38134329792796,0.680019720042151
"YMR322C",0.0174798478330303,0.246366322271901,0.0237748812969639,14.0943058901441,3.81704052536721,1.62388164272713
"YKL099C",16.7484532786939,18.0862077006334,0.561564555539354,1.07987331126518,0.110862068008795,0.250600311525429
"YDR315C",6.8966611777546,7.24091083838048,0.722806937283146,1.04991540859456,0.0702730950177379,0.140977687863552
"YLR394W",9.35554105566939,9.19422624445371,0.885716874627031,0.98275729749292,-0.0250929234241966,0.0527050810898524
"YNL104C",92.7481360379329,93.1082456410378,0.953976951909592,1.00388266135028,0.00559064998486924,0.0204621177271399
"YNL151C",12.9299834711574,13.3205612890974,0.765682686243548,1.03020713977023,0.0429344436939427,0.115951173141011
"YNR066C",7.77413503792338,7.77718658844083,0.999094805442296,1.00039252604985,0.000566184271771242,0.000393299034399481
"YLR220W",30.5839995108933,32.4683063665927,0.377043281468916,1.06161087123443,0.0862550495544392,0.423608793496561
"YIL045W",10.0035433772105,10.1320980865682,0.923075130208733,1.012850917371,0.0184218379122423,0.0347629497788564
"YMR232W",3.23198590328239,4.25040055629445,0.0556238992298803,1.31510491799415,0.395177901138742,1.25473857040416
"YNL083W",13.341277174534,12.5999530662149,0.614506650922905,0.944433797557692,-0.0824784240361716,0.211473412299926
"YMR238W",34.527851022727,29.4147814561354,0.342850697887435,0.851914630793962,-0.231219227700244,0.464894962172491
"YER168C",28.9765138594624,28.9097199399291,0.981057502174706,0.997694894566777,-0.00332940296560569,0.00830553681444781
"YPL265W",114.139294609656,95.5293782471469,0.0996521207481855,0.836954342269654,-0.256779172204693,1.00151345442025
"YOR227W",32.436294050969,31.7164472738202,0.842143480341861,0.977807366771997,-0.0323778202782803,0.0746139091984979
"YOR081C",19.7898434741,19.1326453494905,0.607108217072426,0.96679114084608,-0.0487238418045379,0.216733889009671
"YEL026W",42.4491339193949,46.742512165775,0.474057464583603,1.10114171597782,0.139000154443973,0.324169010564516
"YGR050C",4.5388378399252,4.03630999322052,0.35468328757956,0.889282705303047,-0.169285966380823,0.450159274688396
"YDR021W",10.9711238370265,16.376832038621,0.00553932301645375,1.49272146426337,0.57794498957516,2.25654330895096
"YGL063W",13.1059146086147,14.037703772276,0.713115249048573,1.07109684379058,0.0990889280246421,0.146840276626282
"YPL212C",46.1802952469544,49.6404969496014,0.473068229395664,1.07492809831863,0.104240161518566,0.325076217585465
"YOL157C",1.56726528448463,2.76399673378149,0.0298494385815432,1.7635793768573,0.818506511415551,1.52506383281705
"YOR345C",0.135766574941045,0.0557845028890035,0.262996894427652,0.410885395858496,-1.28319204132741,0.580049379802626
"YPR095C",20.0620543456284,15.8301530370801,0.0205432157767435,0.789059423544506,-0.341794142145773,1.68733157219056
"YOR310C",83.6203452017771,75.1031694566476,0.226670151590428,0.898144695234426,-0.154980206401047,0.644605664933169
"YDR188W",81.1360334439524,71.2189557444669,0.154664255603895,0.877772214409075,-0.188081492004327,0.810610044333438
"YAL027W",6.97522170264171,8.60874241121603,0.0163667008869027,1.23418907358252,0.30356342740844,1.78603885455326
"YGL236C",5.76622683735193,6.4076369593211,0.353418697345261,1.1112356728345,0.152164818502632,0.451710478204823
"YHR133C",32.1305679260015,30.6747915680631,0.545023743597143,0.954691857259071,-0.0668929405247818,0.263584577560779
"YDR017C",36.4553687546218,29.0082052379075,0.0474699099286049,0.795718332549574,-0.329670257267793,1.3235815923294
"YIL090W",25.1772110070263,27.4735084853651,0.400515080499824,1.09120539513682,0.125922682463989,0.397381126884225
"YBR183W",18.6742483325761,13.9348705306439,0.015643258592321,0.746207841005057,-0.422350575097614,1.80567277549247
"YOL048C",17.6037986934801,17.9057918906112,0.857530455022822,1.01715500173511,0.0245395446774515,0.0667504471295213
"YCR007C",5.42508588390397,9.98393183726987,0.00122186995562216,1.84032696457246,0.879962107728583,2.9129750138652
"YDR540C",2.45205530550696,2.88972643580268,0.46224903507192,1.17849154108098,0.236941403319243,0.335123986741808
"YEL004W",10.237258055388,11.035759201489,0.641769841067091,1.07799951332483,0.108356526769447,0.192620695725859
"YPR057W",16.9351895944653,21.6057222541428,0.00634857189669208,1.27578862543139,0.35138932102855,2.19732395772213
"YLL032C",14.3429189349918,14.8848498112238,0.684056468091441,1.03778386245424,0.0535060072465185,0.164908046279469
"YDR116C",13.7733380256812,12.9506907666126,0.491292848070612,0.940272484597799,-0.0888491942547085,0.30865955800252
"YDR299W",27.5386997460003,27.8901271457898,0.931932649206086,1.01276121977547,0.0182940678678696,0.030615472984082
"YLR030W",4.93612036127229,7.76062455443684,0.0273898868278815,1.57221136974799,0.652795188072302,1.56240976220125
"YDR122W",35.6590040501604,32.5689065361811,0.305274119136807,0.913343134608231,-0.130771125592124,0.515310013233316
"YOL062C",37.3485805510313,34.0311241330686,0.278508141902251,0.911175836698,-0.134198605894661,0.555162104147223
"YNL234W",6.32612662940492,7.64002251553929,0.337090638634452,1.20769357983243,0.272254455546015,0.472253308131218
"YLR467W",0,0,NA,NA,NA,NA
"YJL194W",6.48979695198044,7.31416164338631,0.49150281975705,1.12702472781591,0.172519169730208,0.308473986272508
"YOL015W",4.59758050443358,5.24453085589609,0.548214142972975,1.14071539385523,0.189938887076801,0.261049764608467
"YDL070W",48.2610317364904,27.7563261102423,0.000608875705660496,0.575129148953846,-0.798042135989099,3.21547135409144
"YOR241W",40.4719752739576,37.5859200765422,0.404396712937627,0.928690033587946,-0.106730942440276,0.393192383147436
"YLR056W",84.7683745181918,113.744524827053,0.00595524282536327,1.34182736750063,0.424199073869563,2.22510052543808
"YPR039W",0.0181146083737603,0.0260127052705602,0.714665046753852,1.43600704656914,0.52206282856585,0.145897458101907
"YKL110C",23.068476186067,23.4324631727444,0.875399619616294,1.01577854487403,0.0225859069953582,0.0577936464350138
"YBR280C",11.6712594086816,12.0734973900663,0.792312692850134,1.03446397404941,0.0488834031821881,0.101103386619649
"YLR204W",8.31274541604074,8.85143813623086,0.321379437578864,1.06480322603777,0.0905868473068838,0.492981913607867
"YML097C",15.9956535382233,17.9136213597618,0.206886363760709,1.11990556165494,0.163377079178838,0.68426813349397
"YKR007W",7.92426696144695,8.24577651230583,0.75975818216584,1.04057278135922,0.0573778758217807,0.119324614116937
"YDL096C",0.581025417413065,0.403846592951455,0.0375898493147204,0.695058393055378,-0.524793908658986,1.42492941522571
"YHR193C",140.196337784789,116.192553425653,0.116189977178332,0.828784512217548,-0.270931051751544,0.934831333596994
"YBL099W",109.862371727051,75.4398218029267,0.110569923812772,0.686675707223526,-0.542299169117483,0.956362989654096
"YJR035W",12.9549103590345,14.2669632330915,0.562087101781225,1.10127842167136,0.139179252539753,0.250196380352873
"YOR126C",10.7794878670933,11.9588724255695,0.443140368313699,1.10941007337431,0.149792730216419,0.35345868567743
"YMR023C",9.14314866083148,13.3538364834291,0.000415759148382629,1.46052929672202,0.546491297442452,3.38115818576838
"YOR119C",18.1461733079201,19.8031951132977,0.545031320454916,1.09131521986811,0.126067875681642,0.26357854009051
"YNL187W",10.4153501610337,13.6232521617226,0.091129198613596,1.30799751819103,0.387359803453049,1.04034244887743
"YMR141C",4.35526433240292,5.06886126493555,0.31764621358721,1.16384698564069,0.218901395386875,0.498056317183692
"YLL014W",18.8594781087872,20.5812947814087,0.517304624701621,1.09129715375418,0.126043992473339,0.286253638982341
"YBL062W",0.376917248579171,0.275523067996243,0.431325513908493,0.730990871430947,-0.452074704884116,0.365194851564357
"YCR061W",20.9013652469366,23.010536688727,0.438540660919235,1.10091070209395,0.138697452670722,0.357990133212019
"YOR199W",0.381401057448122,0.42466024678101,0.770617848723447,1.11342178656327,0.155000218116348,0.113160936262115
"YPR115W",40.9019193529647,30.206573969653,0.107682964368594,0.738512383954019,-0.437305981454168,0.967852997406852
"YHR088W",17.4330616131273,22.4853180217034,0.0301793754174324,1.28980889993366,0.36715732957022,1.5202897524852
"YBR017C",63.0165485963472,65.1658382016426,0.680614425083123,1.03410674899164,0.0483851201709307,0.167098850615448
"YPR162C",18.170887501057,21.5387147545981,0.0269080130924601,1.18534192418203,0.245303279517869,1.57011836967729
"YGR166W",17.1019134048369,17.282001633624,0.938784171210829,1.01053029707987,0.0151125763357953,0.0274342416274992
"YDL161W",25.2283529246213,22.999207523262,0.395762413343178,0.911641262986146,-0.133461869101358,0.402565454325629
"YKL050C",4.2951706262254,5.24274477781093,0.390894381748804,1.22061385543099,0.287606871935648,0.407940571555542
"YJR055W",5.21587981951196,6.81103498228284,0.0944079006659312,1.30582667123648,0.384963413620394,1.02499165959981
"YGL099W",24.9912321181403,28.2491461046311,0.0665875356921394,1.13036227950226,0.176785228460521,1.17660705741725
"YFL030W",8.04846848578227,13.7249213788672,0.0207622163199109,1.70528360806934,0.770011695806242,1.68272628838951
"YIL119C",16.172479139234,6.19779672570153,0.00559916977800954,0.383231084878375,-1.38371350828863,2.25187636362936
"YPL193W",10.0018902123249,11.2160370761301,0.502742088731264,1.12139174076407,0.165290349268031,0.298654754838411
"YNL005C",23.602723315056,21.9550666352047,0.411670704785055,0.930192094452072,-0.10439941619798,0.385450037065843
"YGL217C",0.192779191067077,0.117683059928015,0.367762583153799,0.610455201500807,-0.712042668542886,0.434432458775093
"YJL144W",2.12359880325683,6.29578578213158,0.000990164315901419,2.96467758998363,1.56787521956963,3.00429272907134
"YLR379W",1.86241503111181,1.47532173604588,0.461827440051088,0.792155191727138,-0.336144997408182,0.335520266506044
"YJR139C",123.988109117445,101.075097863574,0.183679914887782,0.815199929920964,-0.294774167405571,0.735938330522185
"YBR133C",45.9513976522697,43.8922812559072,0.51499292983819,0.955189254265027,-0.0661414882948606,0.288198733198299
"YBR162C",175.505333762778,115.691728595203,0.00333701697255004,0.659192094706238,-0.601229153635184,2.47664158445516
"YNL331C",2.39925778423241,3.63862663199873,0.0353707740868628,1.51656343720599,0.600805846546541,1.45135543557755
"YJL079C",54.5989193288795,36.2678524371741,0.0123114686342603,0.664259528997502,-0.590181076140214,1.90969013701905
"SCER_lnc1695",12.5762589853973,15.5849032043918,0.211373482335659,1.23923205004667,0.309446361897852,0.674949497623014
"YGL019W",32.6659336630828,31.3646565668841,0.494818663310482,0.960164092977715,-0.0586471099964596,0.305553928242801
"YGR201C",7.86252770331045,12.4285407188735,0.00276226414775657,1.58073092876233,0.66059181375769,2.55873479337946
"YNL172W",21.7281456392311,16.4255917545351,0.103599061805666,0.755959207346162,-0.4036197082548,0.984644177548961
"YNL058C",20.0224036583349,20.5276876083148,0.869033293468314,1.02523592864284,0.0359559428199656,0.0609635850097955
"YPL160W",141.799263773945,117.642379336283,0.0199688941459692,0.829640268963789,-0.269442173705831,1.69964598518445
"YNL023C",25.1090562342397,36.1741969049201,0.0220661711963594,1.44068325656906,0.526753184640613,1.65627301674988
"YDR214W",40.7311708601938,109.147047070115,0.000951744093490219,2.67969333473748,1.422067907486,3.02147980973037
"YIL126W",29.3703362940401,23.257364882029,0.0408903612651577,0.791865801235257,-0.336672139704929,1.38837905244954
"YLR295C",20.5952136744881,15.6989559942193,0.192735421383734,0.762262350968762,-0.391640473414852,0.715038462314867
"YHR168W",10.1760690513736,10.0160923798104,0.889099250000917,0.984279128732759,-0.0228605917890854,0.0510497561031197
"YOR064C",11.9280879632183,13.2251235952255,0.161349020903689,1.10873793318818,0.148918403219191,0.792233665632963
"YOR159C",6.37031920793219,7.46958330676456,0.0853287131789975,1.17256028512097,0.229662098270922,1.06890480380454
"YOL081W",41.2105584506573,38.0267001373398,0.688512385337892,0.922741684825028,-0.11600126302959,0.162088243009783
"YOL036W",21.1474516881828,29.2645354507274,0.0260747797944155,1.38383271337985,0.468669551237436,1.58377935057062
"YGL148W",85.1998960279737,78.5398264618069,0.500728968018952,0.921830074018164,-0.117427259596059,0.300397283202909
"YBR282W",9.17337474933247,8.84415313802885,0.78752168305582,0.964111178241401,-0.0527285718253068,0.103737479821722
"YDR194C",30.7538989327048,20.878944814689,0.00108219459188787,0.678903993941581,-0.558720522269071,2.96569464072235
